video,result,confidence
id19_id25_0001.mp4,FAKE,0.99999297
id44_id39_0001.mp4,FAKE,0.9999893
id0_id21_0001.mp4,FAKE,0.99984777
id17_id23_0005.mp4,FAKE,0.9999937
id35_id16_0008.mp4,FAKE,0.9999993
id31_id9_0006.mp4,FAKE,0.9999858
id33_id29_0003.mp4,FAKE,0.9999702
id22_id24_0003.mp4,FAKE,0.99999416
id58_id56_0002.mp4,FAKE,0.99998546
id46_id43_0009.mp4,FAKE,0.99997485
id50_id55_0002.mp4,FAKE,0.9999629
id1_id17_0004.mp4,FAKE,0.9999702
id35_id21_0003.mp4,FAKE,0.998553
id1_id6_0001.mp4,FAKE,0.9999963
id4_id35_0000.mp4,FAKE,0.9999529
id48_id43_0004.mp4,FAKE,0.9999778
id37_id16_0002.mp4,FAKE,0.99997985
id51_id57_0007.mp4,FAKE,0.9999919
id6_id0_0008.mp4,FAKE,0.9999616
id38_id29_0004.mp4,FAKE,0.99923396
id30_id16_0009.mp4,FAKE,0.99999285
id26_id35_0000.mp4,FAKE,0.9999975
id16_id26_0002.mp4,FAKE,0.9999981
id43_id40_0001.mp4,FAKE,0.9999764
id23_id9_0007.mp4,FAKE,0.99967086
id16_id23_0005.mp4,FAKE,0.9999863
id34_id30_0008.mp4,FAKE,0.9999887
id33_id32_0005.mp4,FAKE,0.9998375
id0_id17_0006.mp4,FAKE,0.9999851
id0_id2_0009.mp4,FAKE,0.9999963
id4_id30_0005.mp4,FAKE,0.9999014
id41_id46_0002.mp4,FAKE,0.9999778
id9_id17_0004.mp4,FAKE,0.99999607
id37_id33_0006.mp4,FAKE,0.9999304
id6_id0_0009.mp4,FAKE,0.99996996
id0_id9_0007.mp4,FAKE,0.9999794
id28_id27_0007.mp4,FAKE,0.99999356
id31_id6_0002.mp4,FAKE,0.99999213
id3_id37_0002.mp4,FAKE,0.9999664
id32_id33_0007.mp4,FAKE,0.9999871
id21_id2_0004.mp4,FAKE,0.99999416
id30_id20_0000.mp4,FAKE,0.9999373
id23_id24_0007.mp4,FAKE,0.99996245
id24_id21_0008.mp4,FAKE,0.99998486
id54_id58_0003.mp4,FAKE,0.99996233
id9_id30_0009.mp4,FAKE,0.9999957
id34_id32_0001.mp4,FAKE,0.9999851
id19_id28_0008.mp4,FAKE,0.99999654
id20_id22_0002.mp4,FAKE,0.99999416
id9_id23_0004.mp4,FAKE,0.99999857
id29_id35_0006.mp4,FAKE,0.99999106
id1_id35_0003.mp4,FAKE,0.99994755
id53_id49_0004.mp4,FAKE,0.9999535
id35_id38_0006.mp4,FAKE,0.99999595
id37_id33_0002.mp4,FAKE,0.998662
id6_id0_0002.mp4,FAKE,0.99999654
id37_id35_0007.mp4,FAKE,0.99999845
id50_id57_0008.mp4,FAKE,0.9999788
id1_id26_0000.mp4,FAKE,0.9999957
id21_id9_0005.mp4,FAKE,0.9969093
id16_id28_0003.mp4,FAKE,0.99999833
id28_id34_0005.mp4,FAKE,0.9998642
id24_id23_0009.mp4,FAKE,0.99998915
id16_id2_0005.mp4,FAKE,0.99997234
id29_id28_0004.mp4,FAKE,0.99997616
id49_id51_0004.mp4,FAKE,0.99994063
id29_id28_0003.mp4,FAKE,0.9999939
id9_id17_0001.mp4,FAKE,0.9999927
id21_id37_0002.mp4,FAKE,0.99999166
id2_id20_0003.mp4,FAKE,0.99999285
id4_id20_0006.mp4,FAKE,0.9999465
id35_id21_0006.mp4,FAKE,0.9999896
id38_id37_0002.mp4,FAKE,0.99998486
id41_id46_0001.mp4,FAKE,0.99994373
id54_id51_0008.mp4,FAKE,0.99996734
id0_id3_0005.mp4,FAKE,0.9999511
id32_id20_0007.mp4,FAKE,0.9999931
id32_id35_0005.mp4,FAKE,0.9999993
id10_id11_0004.mp4,FAKE,0.9999453
id9_id6_0009.mp4,FAKE,0.99999547
id28_id27_0002.mp4,FAKE,0.99991405
id47_id44_0003.mp4,FAKE,0.99979836
id21_id35_0004.mp4,FAKE,0.9999958
id32_id31_0009.mp4,FAKE,0.99997985
id28_id4_0002.mp4,FAKE,0.5407787
id20_id33_0000.mp4,FAKE,0.99999213
id27_id24_0007.mp4,FAKE,0.9999634
id54_id52_0008.mp4,FAKE,0.9999615
id44_id41_0000.mp4,FAKE,0.9999912
id55_id57_0004.mp4,FAKE,0.99997234
id33_id30_0004.mp4,FAKE,0.9999771
id16_id31_0012.mp4,FAKE,0.9999757
id30_id17_0000.mp4,FAKE,0.999913
id22_id24_0004.mp4,FAKE,0.99994624
id47_id44_0000.mp4,FAKE,0.99995387
id28_id25_0006.mp4,FAKE,0.9999875
id4_id9_0002.mp4,FAKE,0.9999844
id26_id27_0000.mp4,FAKE,0.9999927
id30_id26_0005.mp4,FAKE,0.99999833
id17_id30_0002.mp4,FAKE,0.9999938
id3_id17_0006.mp4,FAKE,0.9999962
id55_id52_0005.mp4,FAKE,0.9999881
id29_id35_0003.mp4,FAKE,0.9999554
id27_id20_0009.mp4,FAKE,0.99991894
id53_id58_0008.mp4,FAKE,0.9999927
id37_id32_0006.mp4,FAKE,0.9999752
id28_id26_0003.mp4,FAKE,0.9999962
id59_id61_0001.mp4,FAKE,0.99997056
id37_id21_0001.mp4,FAKE,0.99971145
id20_id35_0006.mp4,FAKE,0.9999826
id60_id5_0006.mp4,REAL (Missed),0.99875456
id43_id40_0002.mp4,FAKE,0.99998975
id45_id48_0001.mp4,FAKE,0.9999932
id9_id26_0005.mp4,FAKE,0.99999523
id39_id40_0005.mp4,FAKE,0.99997187
id29_id23_0003.mp4,FAKE,0.99999595
id20_id16_0009.mp4,FAKE,0.999995
id55_id54_0003.mp4,REAL (Missed),0.9924453
id20_id32_0001.mp4,FAKE,0.9999392
id9_id26_0001.mp4,FAKE,0.99999595
id40_id42_0004.mp4,FAKE,0.9999808
id6_id3_0002.mp4,FAKE,0.9999976
id51_id53_0008.mp4,FAKE,0.9999844
id43_id40_0003.mp4,FAKE,0.9999485
id30_id23_0003.mp4,FAKE,0.9999908
id23_id16_0003.mp4,FAKE,0.99995303
id53_id55_0001.mp4,FAKE,0.999998
id22_id26_0001.mp4,FAKE,0.9999962
id4_id1_0004.mp4,FAKE,0.99990225
id43_id39_0009.mp4,FAKE,0.9889705
id37_id17_0005.mp4,FAKE,0.9999918
id31_id38_0006.mp4,FAKE,0.99999535
id23_id24_0006.mp4,FAKE,0.9999696
id2_id35_0008.mp4,FAKE,0.99999666
id22_id28_0009.mp4,FAKE,0.9998542
id47_id44_0009.mp4,FAKE,0.9999801
id37_id33_0008.mp4,FAKE,0.9999919
id1_id21_0002.mp4,FAKE,0.999982
id46_id44_0000.mp4,FAKE,0.9995732
id59_id60_0004.mp4,FAKE,0.9932366
id28_id27_0009.mp4,FAKE,0.99997985
id17_id1_0001.mp4,FAKE,0.99996734
id3_id35_0003.mp4,FAKE,0.9999844
id50_id54_0004.mp4,FAKE,0.9999565
id33_id30_0003.mp4,FAKE,0.9999876
id23_id20_0001.mp4,FAKE,0.9999901
id46_id45_0007.mp4,FAKE,0.9999838
id1_id2_0006.mp4,FAKE,0.99999356
id17_id6_0006.mp4,FAKE,0.99999905
id28_id2_0009.mp4,FAKE,0.9999883
id17_id9_0002.mp4,FAKE,0.9999337
id23_id30_0004.mp4,FAKE,0.9998029
id9_id30_0004.mp4,FAKE,0.99999857
id30_id37_0006.mp4,FAKE,0.99999046
id3_id23_0002.mp4,FAKE,0.99998784
id34_id37_0008.mp4,FAKE,0.9999902
id54_id58_0004.mp4,FAKE,0.9998933
id4_id26_0009.mp4,FAKE,0.99999607
id29_id30_0002.mp4,FAKE,0.99998415
id40_id47_0005.mp4,FAKE,0.99999356
id23_id33_0005.mp4,FAKE,0.99995184
id0_id21_0006.mp4,FAKE,0.9999958
id58_id52_0003.mp4,FAKE,0.9999924
id42_id44_0001.mp4,FAKE,0.99997306
id31_id20_0000.mp4,FAKE,0.9999846
id17_id1_0003.mp4,FAKE,0.9999944
id55_id53_0001.mp4,FAKE,0.99997354
id32_id37_0009.mp4,FAKE,0.99918467
id6_id16_0009.mp4,FAKE,0.9999815
id21_id2_0002.mp4,FAKE,0.9999925
id9_id2_0002.mp4,FAKE,0.9999982
id25_id27_0008.mp4,FAKE,0.99999464
id23_id29_0003.mp4,FAKE,0.9999095
id56_id49_0002.mp4,FAKE,0.99999034
id37_id16_0008.mp4,FAKE,0.9999982
id31_id32_0007.mp4,FAKE,0.99994636
id52_id55_0001.mp4,FAKE,0.98018473
id55_id52_0001.mp4,FAKE,0.9999689
id38_id29_0002.mp4,FAKE,0.99843425
id0_id9_0000.mp4,FAKE,0.99996614
id38_id29_0007.mp4,FAKE,0.9999304
id34_id30_0007.mp4,FAKE,0.999925
id31_id4_0002.mp4,FAKE,0.99999523
id32_id21_0007.mp4,FAKE,0.9999871
id6_id16_0008.mp4,FAKE,0.99998915
id47_id43_0003.mp4,FAKE,0.9999211
id20_id28_0000.mp4,FAKE,0.9999933
id29_id23_0005.mp4,FAKE,0.99998355
id23_id9_0001.mp4,FAKE,0.99998415
id60_id61_0009.mp4,FAKE,0.9764455
id17_id16_0001.mp4,FAKE,0.99999
id21_id35_0001.mp4,FAKE,0.9999776
id40_id43_0009.mp4,FAKE,0.9999174
id28_id4_0001.mp4,FAKE,0.999946
id30_id32_0002.mp4,FAKE,0.9991109
id20_id9_0002.mp4,FAKE,0.9999541
id23_id34_0009.mp4,FAKE,0.99959093
id2_id35_0006.mp4,FAKE,0.9999814
id38_id29_0008.mp4,REAL (Missed),0.77990305
id17_id31_0007.mp4,FAKE,0.99998856
id21_id29_0000.mp4,FAKE,0.99997973
id20_id34_0009.mp4,FAKE,0.99999464
id21_id34_0005.mp4,FAKE,0.999998
id23_id34_0007.mp4,FAKE,0.99997723
id29_id34_0007.mp4,FAKE,0.9999932
id5_id60_0007.mp4,FAKE,0.9990183
id0_id17_0009.mp4,FAKE,0.99999774
id3_id23_0009.mp4,FAKE,0.99998355
id33_id31_0006.mp4,FAKE,0.9999759
id21_id30_0008.mp4,FAKE,0.9999964
id57_id58_0006.mp4,FAKE,0.9998933
id52_id54_0006.mp4,FAKE,0.99998355
id16_id3_0006.mp4,FAKE,0.999959
id35_id6_0002.mp4,FAKE,0.9999964
id35_id29_0003.mp4,FAKE,0.9991246
id34_id21_0008.mp4,FAKE,0.99996495
id46_id43_0008.mp4,FAKE,0.9999646
id16_id31_0008.mp4,FAKE,0.99999785
id13_id7_0002.mp4,FAKE,0.9999893
id23_id32_0002.mp4,FAKE,0.99999714
id31_id23_0007.mp4,FAKE,0.9999968
id52_id54_0008.mp4,FAKE,0.99998
id21_id24_0009.mp4,FAKE,0.9999932
id23_id34_0003.mp4,FAKE,0.99993813
id39_id45_0009.mp4,FAKE,0.9999981
id0_id26_0000.mp4,FAKE,0.99999166
id57_id50_0004.mp4,FAKE,0.9999888
id50_id51_0009.mp4,FAKE,0.99998116
id0_id21_0003.mp4,FAKE,0.9999968
id28_id38_0005.mp4,FAKE,0.99999285
id45_id40_0004.mp4,FAKE,0.9999831
id37_id1_0009.mp4,FAKE,0.9985259
id40_id39_0005.mp4,FAKE,0.9999938
id27_id26_0007.mp4,FAKE,0.9999949
id28_id22_0001.mp4,FAKE,0.99998844
id31_id29_0005.mp4,FAKE,0.9314378
id31_id6_0005.mp4,FAKE,0.99999285
id30_id38_0000.mp4,FAKE,0.9999807
id20_id23_0000.mp4,FAKE,0.9999968
id40_id45_0005.mp4,FAKE,0.999982
id43_id48_0009.mp4,FAKE,0.99997175
id48_id39_0001.mp4,FAKE,0.99992836
id5_id59_0004.mp4,FAKE,0.99772614
id29_id30_0004.mp4,FAKE,0.9999776
id54_id52_0001.mp4,FAKE,0.9999634
id32_id23_0006.mp4,FAKE,0.9984909
id31_id34_0003.mp4,REAL (Missed),0.9979738
id49_id56_0002.mp4,FAKE,0.99999523
id6_id4_0008.mp4,FAKE,0.9999832
id24_id22_0004.mp4,FAKE,0.99999535
id37_id3_0009.mp4,FAKE,0.99991
id47_id48_0009.mp4,FAKE,0.999998
id37_id35_0004.mp4,FAKE,0.9999888
id1_id26_0002.mp4,FAKE,0.99998
id38_id26_0004.mp4,FAKE,0.9999883
id20_id37_0007.mp4,FAKE,0.9999579
id35_id4_0009.mp4,FAKE,0.9999943
id37_id31_0006.mp4,FAKE,0.999954
id20_id9_0003.mp4,FAKE,0.99991035
id21_id24_0007.mp4,FAKE,0.9999951
id9_id28_0001.mp4,FAKE,0.9999975
id21_id28_0001.mp4,FAKE,0.99998224
id6_id28_0005.mp4,FAKE,0.99999034
id20_id37_0005.mp4,FAKE,0.9994294
id23_id17_0006.mp4,FAKE,0.9995511
id48_id42_0007.mp4,FAKE,0.9999875
id20_id30_0008.mp4,FAKE,0.9999666
id52_id54_0004.mp4,FAKE,0.99998534
id9_id3_0006.mp4,FAKE,0.9999956
id26_id6_0004.mp4,FAKE,0.9999926
id20_id29_0003.mp4,FAKE,0.9999273
id54_id55_0008.mp4,FAKE,0.9999926
id10_id7_0005.mp4,FAKE,0.99999726
id6_id30_0001.mp4,FAKE,0.99999785
id33_id30_0007.mp4,FAKE,0.9998994
id16_id26_0006.mp4,FAKE,0.9999794
id3_id28_0004.mp4,FAKE,0.999998
id60_id5_0004.mp4,FAKE,0.9986834
id10_id7_0009.mp4,FAKE,0.9999604
id31_id26_0003.mp4,FAKE,0.9925492
id49_id51_0003.mp4,FAKE,0.9999912
id22_id23_0004.mp4,FAKE,0.99999607
id10_id11_0003.mp4,FAKE,0.99998546
id49_id53_0004.mp4,FAKE,0.9999728
id4_id9_0001.mp4,FAKE,0.9998592
id54_id58_0006.mp4,FAKE,0.9999931
id54_id55_0001.mp4,FAKE,0.99996865
id38_id23_0005.mp4,FAKE,0.9999956
id16_id6_0003.mp4,FAKE,0.9999937
id38_id29_0006.mp4,FAKE,0.99741805
id41_id44_0001.mp4,FAKE,0.99998295
id16_id31_0010.mp4,FAKE,0.9999168
id30_id29_0006.mp4,FAKE,0.9999784
id2_id23_0000.mp4,FAKE,0.9999981
id40_id46_0003.mp4,FAKE,0.99995196
id28_id1_0006.mp4,FAKE,0.99997246
id21_id6_0006.mp4,FAKE,0.9999852
id20_id30_0003.mp4,FAKE,0.9999553
id17_id21_0006.mp4,FAKE,0.9999982
id2_id9_0008.mp4,FAKE,0.99976176
id29_id20_0004.mp4,FAKE,0.9999727
id29_id38_0001.mp4,FAKE,0.9999758
id1_id21_0004.mp4,FAKE,0.9999902
id34_id20_0002.mp4,FAKE,0.99997854
id2_id16_0001.mp4,FAKE,0.9999963
id20_id4_0009.mp4,FAKE,0.99999404
id30_id32_0001.mp4,FAKE,0.99997437
id12_id7_0001.mp4,FAKE,0.9999932
id35_id20_0008.mp4,FAKE,0.99999917
id35_id33_0007.mp4,FAKE,0.9999876
id48_id40_0005.mp4,FAKE,0.99986076
id55_id49_0000.mp4,FAKE,0.9999914
id30_id34_0001.mp4,FAKE,0.9999788
id55_id50_0001.mp4,FAKE,0.9992772
id16_id23_0006.mp4,FAKE,0.9999877
id51_id49_0000.mp4,FAKE,0.9999548
id45_id42_0005.mp4,FAKE,0.9999471
id32_id33_0005.mp4,FAKE,0.99999356
id26_id0_0005.mp4,FAKE,0.9999918
id6_id23_0000.mp4,FAKE,0.99999404
id20_id3_0003.mp4,FAKE,0.99996126
id16_id21_0005.mp4,FAKE,0.9999484
id46_id47_0006.mp4,FAKE,0.99612266
id3_id0_0009.mp4,FAKE,0.99998856
id22_id28_0005.mp4,FAKE,0.9999877
id45_id41_0008.mp4,FAKE,0.99999857
id20_id25_0000.mp4,FAKE,0.9999926
id22_id25_0001.mp4,FAKE,0.9999962
id47_id42_0008.mp4,FAKE,0.9999876
id29_id31_0009.mp4,FAKE,0.9420679
id28_id19_0006.mp4,FAKE,0.99997485
id34_id33_0004.mp4,FAKE,0.9999691
id20_id28_0005.mp4,FAKE,0.9999851
id25_id22_0010.mp4,FAKE,0.9999882
id28_id17_0000.mp4,FAKE,0.9999397
id54_id56_0002.mp4,FAKE,0.9999862
id58_id54_0005.mp4,FAKE,0.99993765
id49_id57_0000.mp4,FAKE,0.9999862
id30_id35_0002.mp4,FAKE,0.9999888
id35_id28_0009.mp4,FAKE,0.9999906
id40_id44_0001.mp4,FAKE,0.99897003
id23_id37_0007.mp4,FAKE,0.9999516
id41_id40_0004.mp4,FAKE,0.8698833
id6_id0_0004.mp4,FAKE,0.99998343
id13_id7_0012.mp4,FAKE,0.9999877
id0_id16_0002.mp4,FAKE,0.9999732
id23_id30_0007.mp4,FAKE,0.9999721
id29_id38_0004.mp4,FAKE,0.9999771
id51_id54_0002.mp4,FAKE,0.99999285
id3_id0_0008.mp4,FAKE,0.99999666
id29_id35_0008.mp4,FAKE,0.9999782
id22_id27_0001.mp4,FAKE,0.99999845
id17_id30_0004.mp4,FAKE,0.9999933
id33_id23_0007.mp4,FAKE,0.99990463
id3_id23_0000.mp4,FAKE,0.9999914
id37_id35_0002.mp4,FAKE,0.99999166
id28_id6_0004.mp4,FAKE,0.999967
id24_id21_0000.mp4,FAKE,0.9999689
id35_id31_0002.mp4,FAKE,0.99998057
id45_id41_0006.mp4,FAKE,0.99998856
id47_id40_0004.mp4,FAKE,0.9999982
id1_id2_0000.mp4,FAKE,0.99999595
id51_id55_0001.mp4,FAKE,0.9872264
id38_id30_0004.mp4,FAKE,0.9999908
id47_id43_0007.mp4,FAKE,0.9998148
id30_id17_0009.mp4,FAKE,0.9999889
id37_id9_0003.mp4,FAKE,0.99745196
id26_id19_0004.mp4,FAKE,0.9999933
id3_id31_0001.mp4,FAKE,0.99999213
id33_id35_0000.mp4,FAKE,0.9999311
id35_id32_0006.mp4,FAKE,0.999967
id49_id55_0001.mp4,FAKE,0.9995284
id31_id20_0005.mp4,FAKE,0.99999356
id43_id47_0002.mp4,FAKE,0.9999807
id37_id29_0000.mp4,FAKE,0.9999893
id0_id21_0004.mp4,FAKE,0.9999864
id21_id9_0006.mp4,FAKE,0.99999535
id4_id20_0009.mp4,FAKE,0.99998724
id45_id42_0007.mp4,FAKE,0.9999832
id47_id45_0008.mp4,FAKE,0.9999919
id1_id31_0003.mp4,REAL (Missed),0.9998306
id38_id28_0003.mp4,FAKE,0.9999753
id37_id35_0009.mp4,FAKE,0.9999845
id23_id20_0005.mp4,FAKE,0.99995553
id44_id40_0002.mp4,FAKE,0.99999404
id39_id45_0008.mp4,FAKE,0.9999877
id30_id3_0005.mp4,FAKE,0.99999857
id35_id33_0001.mp4,FAKE,0.99999094
id17_id28_0002.mp4,FAKE,0.999987
id16_id37_0009.mp4,FAKE,0.9999968
id21_id27_0006.mp4,FAKE,0.9999958
id16_id28_0005.mp4,FAKE,0.99998283
id41_id48_0006.mp4,FAKE,0.999997
id51_id54_0007.mp4,FAKE,0.99997616
id40_id43_0007.mp4,FAKE,0.99991107
id37_id38_0005.mp4,FAKE,0.99999785
id32_id31_0007.mp4,FAKE,0.99999297
id2_id20_0008.mp4,FAKE,0.9999981
id21_id34_0007.mp4,FAKE,0.9999856
id30_id33_0007.mp4,FAKE,0.99978024
id24_id26_0003.mp4,FAKE,0.9999912
id9_id31_0001.mp4,FAKE,0.99999547
id39_id43_0009.mp4,FAKE,0.999997
id3_id0_0003.mp4,FAKE,0.99999475
id19_id28_0002.mp4,FAKE,0.99999607
id35_id31_0000.mp4,FAKE,0.99999774
id20_id23_0003.mp4,FAKE,0.99999
id39_id47_0004.mp4,FAKE,0.99999714
id31_id35_0001.mp4,FAKE,0.99999654
id9_id1_0004.mp4,FAKE,0.99999845
id17_id37_0004.mp4,FAKE,0.99983406
id20_id1_0007.mp4,FAKE,0.9695618
id12_id10_0004.mp4,FAKE,0.99954563
id40_id48_0002.mp4,FAKE,0.9999856
id35_id38_0007.mp4,FAKE,0.9999925
id0_id2_0004.mp4,FAKE,0.99763525
id28_id34_0002.mp4,FAKE,0.99995375
id34_id32_0006.mp4,FAKE,0.9999076
id46_id43_0002.mp4,FAKE,0.9996637
id37_id6_0001.mp4,FAKE,0.9999814
id45_id44_0003.mp4,FAKE,0.9999051
id27_id24_0000.mp4,FAKE,0.99999
id47_id39_0008.mp4,FAKE,0.99998033
id31_id30_0003.mp4,FAKE,0.9953359
id31_id34_0008.mp4,FAKE,0.9999502
id28_id3_0002.mp4,FAKE,0.9925552
id9_id37_0001.mp4,FAKE,0.999998
id24_id19_0003.mp4,FAKE,0.9999672
id60_id5_0000.mp4,REAL (Missed),0.98700744
id29_id32_0002.mp4,FAKE,0.99996376
id42_id41_0003.mp4,FAKE,0.9999974
id52_id56_0001.mp4,FAKE,0.9997799
id22_id23_0005.mp4,FAKE,0.9999988
id28_id0_0005.mp4,FAKE,0.99999094
id3_id28_0009.mp4,FAKE,0.9999604
