video,result,confidence
00086.mp4,REAL,0.99982125
00028.mp4,REAL,0.99931705
00037.mp4,REAL,0.9999706
00164.mp4,FAKE (False Positive),0.860473
00020.mp4,REAL,0.9999256
00270.mp4,REAL,0.99939585
00228.mp4,REAL,0.9999721
00126.mp4,REAL,0.99996376
00092.mp4,FAKE (False Positive),0.99839836
00280.mp4,REAL,0.993751
00143.mp4,REAL,0.54236746
00022.mp4,REAL,0.99977875
00197.mp4,REAL,0.9999604
00042.mp4,REAL,0.9916541
00080.mp4,REAL,0.9997878
00090.mp4,REAL,0.9999529
00211.mp4,REAL,0.99994886
00213.mp4,REAL,0.9999785
00107.mp4,REAL,0.99994624
00041.mp4,REAL,0.9999093
00095.mp4,FAKE (False Positive),0.94295704
00266.mp4,REAL,0.9999246
00205.mp4,REAL,0.99919003
00115.mp4,REAL,0.99995136
00165.mp4,FAKE (False Positive),0.841175
00195.mp4,REAL,0.9759192
00053.mp4,REAL,0.9999713
00108.mp4,REAL,0.99991536
00254.mp4,REAL,0.99991375
00057.mp4,REAL,0.9999162
00033.mp4,REAL,0.96484935
00244.mp4,FAKE (False Positive),0.99998426
00064.mp4,REAL,0.9999524
00085.mp4,FAKE (False Positive),0.89659727
00285.mp4,REAL,0.99972254
00046.mp4,REAL,0.99994516
00200.mp4,FAKE (False Positive),0.99760205
00065.mp4,REAL,0.9999599
00250.mp4,REAL,0.99991655
00124.mp4,FAKE (False Positive),0.99586344
00224.mp4,FAKE (False Positive),0.79656076
00016.mp4,FAKE (False Positive),0.8939909
00286.mp4,FAKE (False Positive),0.9667769
00201.mp4,FAKE (False Positive),0.99861896
00212.mp4,REAL,0.999749
00239.mp4,REAL,0.9999353
00293.mp4,FAKE (False Positive),0.9312056
00002.mp4,REAL,0.9999666
00084.mp4,REAL,0.99908894
00111.mp4,REAL,0.67716134
00221.mp4,REAL,0.99861825
00206.mp4,FAKE (False Positive),0.99999833
00236.mp4,REAL,0.99996114
00246.mp4,FAKE (False Positive),0.9987527
00102.mp4,REAL,0.9999622
00177.mp4,REAL,0.9998152
00073.mp4,REAL,0.9957097
00104.mp4,REAL,0.9999405
00188.mp4,REAL,0.9997997
00031.mp4,FAKE (False Positive),0.9854672
00051.mp4,FAKE (False Positive),0.9640333
00247.mp4,FAKE (False Positive),0.5520772
00153.mp4,FAKE (False Positive),0.99993086
00167.mp4,REAL,0.9997657
00251.mp4,FAKE (False Positive),0.99146336
00287.mp4,REAL,0.9999708
00146.mp4,FAKE (False Positive),0.9999908
00094.mp4,REAL,0.99960303
00263.mp4,REAL,0.99995583
00044.mp4,FAKE (False Positive),0.9999311
00130.mp4,REAL,0.99872875
00067.mp4,REAL,0.9999521
00169.mp4,REAL,0.9999535
00079.mp4,REAL,0.9999572
00054.mp4,REAL,0.9999396
00049.mp4,REAL,0.9999557
00089.mp4,FAKE (False Positive),0.9994435
00136.mp4,REAL,0.9999516
00048.mp4,FAKE (False Positive),0.99996996
00281.mp4,REAL,0.99829143
00171.mp4,REAL,0.999974
00134.mp4,FAKE (False Positive),0.99991786
00082.mp4,FAKE (False Positive),0.9962541
00071.mp4,FAKE (False Positive),0.983897
00005.mp4,REAL,0.9999675
00233.mp4,REAL,0.99989504
00175.mp4,FAKE (False Positive),0.9981376
00043.mp4,REAL,0.9998383
00007.mp4,REAL,0.9999693
00299.mp4,FAKE (False Positive),0.98423344
00137.mp4,REAL,0.9999257
00055.mp4,REAL,0.99990183
00040.mp4,REAL,0.9999461
00099.mp4,REAL,0.9998857
00145.mp4,REAL,0.99991655
00189.mp4,REAL,0.9999514
00142.mp4,REAL,0.98986
00015.mp4,REAL,0.9980456
00291.mp4,REAL,0.99994105
00004.mp4,REAL,0.9998747
00160.mp4,REAL,0.99993145
00026.mp4,REAL,0.9999591
00234.mp4,FAKE (False Positive),0.9997975
00210.mp4,REAL,0.99755317
00098.mp4,REAL,0.9999681
00240.mp4,REAL,0.99995595
00118.mp4,REAL,0.98749524
00203.mp4,REAL,0.99991083
00265.mp4,REAL,0.99993044
00062.mp4,REAL,0.99984455
00135.mp4,REAL,0.9798584
00158.mp4,REAL,0.9999627
00074.mp4,REAL,0.99993676
00217.mp4,REAL,0.9999162
00113.mp4,REAL,0.999233
00295.mp4,REAL,0.99985904
00070.mp4,REAL,0.9999434
00218.mp4,REAL,0.9999181
00052.mp4,FAKE (False Positive),0.9925809
00252.mp4,REAL,0.9999678
00050.mp4,REAL,0.99603575
00056.mp4,REAL,0.99988174
00112.mp4,REAL,0.9999413
00276.mp4,REAL,0.9999302
00264.mp4,REAL,0.9999478
00157.mp4,REAL,0.6013072
00083.mp4,REAL,0.99927276
00087.mp4,REAL,0.7099004
00125.mp4,FAKE (False Positive),0.99993813
00190.mp4,REAL,0.99991214
00109.mp4,FAKE (False Positive),0.9893539
00030.mp4,REAL,0.9998997
00119.mp4,REAL,0.9999779
00232.mp4,FAKE (False Positive),0.999966
00091.mp4,REAL,0.9999227
00168.mp4,REAL,0.9999373
00027.mp4,REAL,0.9997356
00000.mp4,REAL,0.9702887
00018.mp4,REAL,0.99995685
00154.mp4,FAKE (False Positive),0.96669334
00166.mp4,FAKE (False Positive),0.9828792
00253.mp4,REAL,0.9999634
00159.mp4,REAL,0.99945855
00181.mp4,FAKE (False Positive),0.9958591
00023.mp4,REAL,0.9999686
00009.mp4,FAKE (False Positive),0.9821454
00103.mp4,REAL,0.99982166
00114.mp4,REAL,0.98871636
00274.mp4,REAL,0.99996924
00151.mp4,FAKE (False Positive),0.95186657
00290.mp4,REAL,0.993761
00021.mp4,REAL,0.99745923
00117.mp4,REAL,0.99997264
00292.mp4,FAKE (False Positive),0.7128872
00045.mp4,REAL,0.9999088
00256.mp4,REAL,0.99995553
00231.mp4,REAL,0.99174887
00258.mp4,REAL,0.9999647
00214.mp4,REAL,0.99970275
00163.mp4,REAL,0.9596637
00184.mp4,REAL,0.9999736
00029.mp4,FAKE (False Positive),0.7319648
00176.mp4,REAL,0.99998146
00273.mp4,REAL,0.9999241
00222.mp4,REAL,0.9999704
00006.mp4,REAL,0.99992293
00101.mp4,REAL,0.9983984
00199.mp4,REAL,0.99993604
00294.mp4,REAL,0.7869483
00271.mp4,REAL,0.99871033
00047.mp4,REAL,0.95419717
00284.mp4,REAL,0.9889053
00132.mp4,REAL,0.98030424
00278.mp4,REAL,0.99994963
00172.mp4,REAL,0.999965
00068.mp4,REAL,0.99992174
00187.mp4,REAL,0.99991333
00105.mp4,FAKE (False Positive),0.99582005
00174.mp4,REAL,0.9999704
00161.mp4,REAL,0.9999606
00182.mp4,REAL,0.99997604
00014.mp4,REAL,0.9999859
00035.mp4,REAL,0.9673576
00075.mp4,REAL,0.9083986
00226.mp4,REAL,0.9985513
00275.mp4,FAKE (False Positive),0.9546283
00001.mp4,REAL,0.99937147
00179.mp4,REAL,0.9999544
00245.mp4,REAL,0.9999287
00076.mp4,REAL,0.9999572
00019.mp4,REAL,0.99997115
00208.mp4,REAL,0.99993384
00144.mp4,REAL,0.9999033
00131.mp4,FAKE (False Positive),0.93746966
00039.mp4,FAKE (False Positive),0.999337
00013.mp4,REAL,0.999967
00272.mp4,REAL,0.99987334
00066.mp4,REAL,0.5257591
00155.mp4,REAL,0.99996376
00081.mp4,REAL,0.99727964
00178.mp4,FAKE (False Positive),0.9999846
00077.mp4,REAL,0.99997175
00138.mp4,FAKE (False Positive),0.9992725
00032.mp4,REAL,0.99898446
00193.mp4,REAL,0.99997187
